text_id,span_text,label,start_char,end_char
text_3159,учитель,JOB,50,57
text_3159,Арвід,PERS,58,63
text_3159,Зента,PERS,95,100
text_3159,зимою сорок першого,DATE,155,174
text_3159,Литві,LOC,221,226
text_3159,Вчитель математики,JOB,229,247
text_3159,Ульманіса,PERS,288,297
text_3160,Арвід,PERS,27,32
text_3161,Вовкові,PERS,57,64
text_3161,Латвії,LOC,94,100
text_3164,Ігор,PERS,7,11
text_3164,Вовк,PERS,178,182
text_3167,Ігор,PERS,20,24
text_3169,Гулею,PERS,16,21
text_3169,Гуллівер,PERS,61,69
text_3170,Львів,LOC,42,47
text_3177,Львова,LOC,14,20
text_3179,Львові,LOC,10,16
text_3180,Львові,LOC,2,8
text_3181,Львові,LOC,2,8
text_3184,Львові,LOC,2,8
text_3185,Львові,LOC,2,8
text_3190,Андрієм,PERS,84,91
text_3192,Наталію,PERS,5,12
text_3193,Львове,LOC,5,11
text_3193,Львове,LOC,14,20
text_3200,кілька місяців,PERIOD,60,74
text_3201,Стрийський парк,LOC,91,106
text_3202,Львове,LOC,34,40
text_3210,Кутах,LOC,7,12
text_3210,Олеського замку,LOC,23,38
text_3213,кілька літ,PERIOD,14,24
text_3213,Оксаною,PERS,47,54
text_3213,Іри,PERS,129,132
text_3213,Старому Селі,LOC,158,170
text_3216,Кілька годин,PERIOD,36,48
text_3216,Львовом,LOC,56,63
text_3216,Стрийського автовокзалу,LOC,76,99
text_3216,залізничного,LOC,103,115
text_3228,Львівщини,LOC,34,43
text_3230,учених,JOB,36,42
text_3231,кінця XX ст,DATE,3,14
text_3231,Fungi,MISC,132,137
text_3231,Mycota,MISC,144,150
text_3232,Protozoa,MISC,62,70
text_3232,Chromista,MISC,86,95
text_3233,Protozoa,MISC,28,36
text_3233,Acrasiomycota,MISC,69,82
text_3233,Myxomycota,MISC,99,109
text_3233,Plasmodiophoromycota,MISC,145,165
text_3233,Chromista,MISC,190,199
text_3233,Oomycota,MISC,248,256
text_3233,Hyphochytriomycota,MISC,276,294
text_3233,Labyrinthulomycota,MISC,322,340
text_3233,Fungi,MISC,372,377
text_3233,Chytridiomycota,MISC,445,460
text_3233,Glomeromycota,MISC,478,491
text_3233,Zygomycota,MISC,506,516
text_3233,Ascomycota,MISC,533,543
text_3233,Basidiomycota,MISC,562,575
text_3234,мікологи,JOB,41,49
text_3236,сьогоднішній день,DATE,3,20
text_3237,Fungi,MISC,207,212
text_3237,Dikarya,MISC,306,313
text_3238,Myxomycota,MISC,70,80
text_3244,вчені,JOB,19,24
text_3245,1859 р .,DATE,2,10
text_3245,ботанік,JOB,32,39
text_3245,міколог,JOB,43,50
text_3245,А . де Барі,PERS,51,62
text_3246,Mycetozoa,MISC,173,182
text_3247,Mycetozoa,MISC,215,224
text_3247,Protozoa,MISC,293,301
text_3247,Amoebozoa,MISC,308,317
text_3312,Юрія,PERS,99,103
text_3315,Марині,PERS,18,24
text_3323,Марина,PERS,35,41
text_3325,Юрія,PERS,2,6
text_3325,Мариною,PERS,84,91
text_3325,Марина,PERS,102,108
text_3325,Греції,LOC,207,213
text_3327,жовтні,DATE,102,108
text_3327,Марину,PERS,111,117
text_3329,Юрій,PERS,29,33
text_3329,Юрій,PERS,36,40
text_3332,Інга,PERS,26,30
text_3333,Марина,PERS,32,38
text_3333,Юрій,PERS,118,122
text_3334,Марини,PERS,4,10
text_3336,Марині,PERS,10,16
text_3337,Юра,PERS,32,35
text_3337,Марина,PERS,83,89
text_3337,Інга,PERS,119,123
text_3337,Юрій,PERS,126,130
text_3337,Юрій,PERS,133,137
text_3337,Інга,PERS,141,145
text_3345,Марина,PERS,30,36
text_3345,Інгу,PERS,65,69
text_3345,Інга,PERS,154,158
text_3345,Ганну Нетребко,PERS,185,199
text_3345,Марина,PERS,277,283
text_3345,Інга,PERS,310,314
text_3345,Марина,PERS,396,402
text_3345,Інгу,PERS,427,431
text_3346,Марина,PERS,5,11
text_3346,Юрій,PERS,27,31
text_3346,Інгу,PERS,60,64
text_3346,Інга,PERS,171,175
text_3346,Юриною,PERS,255,261
text_3347,Марина,PERS,27,33
text_3347,Юрій,PERS,47,51
text_3347,Інзі,PERS,91,95
text_3350,Марині,PERS,29,35
text_3350,Юра,PERS,104,107
text_3352,Марина,PERS,5,11
text_3352,Інгою,PERS,70,75
text_3353,Інга,PERS,183,187
text_3354,Михайлини,PERS,65,74
text_3354,Павла Тичини,PERS,189,201
text_3354,Василя Стуса,PERS,212,224
text_3355,Епоха шістдесятництва,PERIOD,60,81
text_3355,Михайлини Коцюбинської,PERS,92,114
text_3355,Божим,PERS,115,120
text_3359,Михайлини,PERS,12,21
text_3361,Опору,ORG,171,176
text_3364,4 вересня 1965 року,DATE,21,40
text_3364,кінотеатрі « Україна »,ORG,70,92
text_3364,Івана Дзюби,PERS,103,114
text_3364,Михайлина Коцюбинська,PERS,115,136
text_3365,Михайлина,PERS,38,47
text_3367,Михайлини,PERS,100,109
text_3371,Михайлини Коцюбинської,PERS,21,43
text_3372,Михайлина,PERS,107,116
text_3375,Михайла Коцюбинського,PERS,122,143
text_3376,письменника,JOB,96,107
text_3376,Юрія,PERS,110,114
text_3377,Михайлиною Хомівною,PERS,76,95
text_3379,таборі № 36,ORG,54,65
text_3379,Кучино Пермської області,LOC,68,92
text_3379,Михасі,PERS,109,115
text_3379,Київ,LOC,156,160
text_3380,Київ,LOC,42,46
text_3381,Цвинтарі,ART,184,192
text_3382,Миколою Горбалем,PERS,40,56
text_3382,Михайлина,PERS,91,100
text_3382,Навесні 1977 року,DATE,162,179
text_3382,Михайлина Хомівна,PERS,180,197
text_3383,Української Гельсінкської Групи,ORG,28,59
text_3385,Михайлина,PERS,5,14
text_3386,Михайлину Хомівну,PERS,26,43
text_3387,Мирославе,PERS,67,76
text_3390,березні 1978 року,DATE,2,19
text_3390,Михайлину Хомівну,PERS,20,37
text_3391,Антоненко,PERS,9,18
text_3391,Михайлини Хомівни,PERS,63,80
text_3391,Декларації Української Гельсінкської Групи,ART,119,161
text_3392,Декларацією,MISC,149,160
text_3392,Михайлині,PERS,200,209
text_3393,Групи,ORG,177,182
text_3393,Декларацію,MISC,245,255
text_3394,Михайлина,PERS,6,15
text_3396,Прокурор,JOB,78,86
text_3397,Михайлина,PERS,52,61
text_3398,Василь Стус,PERS,79,90
text_3399,Михайлини,PERS,97,106
text_3399,Богом,PERS,140,145
text_3400,Михайлини Коцюбинської,PERS,10,32
text_3402,Церкви,ORG,63,69
text_3403,Михайлини,PERS,19,28
text_3403,19 листопада 1989 року,DATE,53,75
text_3403,Василя Стуса,PERS,94,106
text_3403,Олекси Тихого,PERS,109,122
text_3403,Юрія Литвина,PERS,125,137
text_3403,Байковому цвинтарі,LOC,141,159
text_3403,Києві,LOC,162,167
text_3404,УПЦ,ORG,82,85
text_3404,Чернігова,LOC,88,97
text_3404,Церкви,ORG,136,142
text_3404,УАПЦ,ORG,145,149
text_3404,УГКЦ,ORG,152,156
text_3406,Михайлину,PERS,20,29
text_3407,Михайлини,PERS,8,17
text_3408,Євген Сверстюк,PERS,39,53
text_3410,Михайлину,PERS,50,59
text_3410,ректор,JOB,90,96
text_3410,Українського католицького університету,ORG,97,135
text_3410,Борис Ґудзяк,PERS,140,152
text_3411,Михайлина,PERS,12,21
text_3412,УКУ,ORG,19,22
text_3413,Михайлини,PERS,14,23
text_3413,19 червня 2004 року,DATE,94,113
text_3413,УКУ,ORG,154,157
text_3414,Фенікс,PERS,106,112
text_3415,Бог,PERS,52,55
text_3419,УКУ,ORG,37,40
text_3419,Моральний імператив і виклики часу,MISC,70,104
text_3419,Михайлина,PERS,146,155
text_3420,Михасю,PERS,44,50
text_3425,Михайлини,PERS,21,30
text_3429,Галя,PERS,12,16
text_3430,Тонька,PERS,39,45
text_3430,тиждень тому,DATE,82,94
text_3431,Галя,PERS,10,14
text_3431,Тонька,PERS,34,40
text_3433,Галі,PERS,38,42
text_3439,Галя,PERS,10,14
text_3444,Галя,PERS,55,59
text_3447,Галина Дорош,PERS,8,20
text_3450,Галі,PERS,23,27
text_3450,колгоспу імені Паризької Комуни,ORG,180,211
text_3451,Галина Дорош,PERS,110,122
text_3452,Галі,PERS,164,168
text_3453,вісімдесят другому році,DATE,40,63
text_3454,Галина Таназіївна,PERS,47,64
text_3456,Києві,LOC,9,14
text_3456,військовим,JOB,28,38
text_3457,Тернополі,LOC,26,35
text_3458,Соколова,PERS,60,68
text_3458,Галини Дорош,PERS,133,145
text_3461,Галя,PERS,42,46
text_3462,позаштатний кореспондент,JOB,29,53
text_3462,Ровесника,ORG,56,65
text_3464,Галину Дорош,PERS,10,22
text_3465,Знання,ORG,48,54
text_3465,Галя,PERS,100,104
text_3465,Тернопільського педагогічного,ORG,115,144
text_3466,Клубу Войовничих Атеїстів,ORG,89,114
text_3467,священиків,JOB,242,252
text_3469,Галина Дорош,PERS,20,32
text_3470,Тоньці,PERS,116,122
text_3471,Антоніна,PERS,11,19
text_3471,Галя,PERS,71,75
text_3472,Галину Дорош,PERS,173,185
text_3474,Галя,PERS,82,86
text_3481,Галі,PERS,31,35
text_3481,Тоньку,PERS,50,56
text_3482,Антоніна,PERS,50,58
text_3483,Галина Дорош,PERS,29,41
text_3485,Кременець,LOC,20,29
text_3485,Галі,PERS,78,82
text_3486,Тернопіль,LOC,63,72
text_3488,Галі,PERS,43,47
text_3488,Гайворона,LOC,50,59
text_3494,Клубу Войовничих Атеїстів,ORG,61,86
text_3494,Гайворона,LOC,98,107
text_3495,Галина Дорош,PERS,70,82
text_3497,Мундіаля,ORG,111,119
text_3497,Росії,LOC,136,141
text_3497,Європи,LOC,175,181
text_3499,РФ,LOC,14,16
text_3500,Мундіалю,MISC,30,38
text_3501,Олімпу,MISC,100,106
text_3501,Європи,LOC,125,131
text_3503,Бельгія,LOC,10,17
text_3503,Росія,LOC,20,25
text_3504,Дияволи,ORG,2,9
text_3504,ведмедів,ORG,26,34
text_3505,Червоним дияволам,ORG,87,104
text_3505,Алжиром,LOC,267,274
text_3506,Каппело,PERS,16,23
text_3507,Тібо Куртуа,PERS,95,106
text_3508,Росії,LOC,23,28
text_3510,Міральяса,PERS,22,31
text_3511,Бельгії,LOC,47,54
text_3511,Орігі,PERS,97,102
text_3512,Росії,LOC,23,28
text_3512,Алжиром,LOC,33,40
text_3513,Італія,LOC,10,16
text_3513,Коста-Рика,LOC,19,29
text_3517,Хорхе Луїса Пінто,PERS,10,27
text_3519,Італії,LOC,41,47
text_3519,Діас,PERS,70,74
text_3519,Руїс,PERS,158,162
text_3519,Буффона,PERS,181,188
text_3520,Пранделлі,PERS,11,20
text_3520,Антоніо Кассано,PERS,38,53
text_3521,Скуадра Адзурра,ORG,28,43
text_3522,Іспанія,LOC,10,17
text_3522,Чилі,LOC,20,24
text_3524,Іспанії,LOC,7,14
text_3524,Мундіаль,ORG,35,43
text_3525,Європи,LOC,76,82
text_3526,Нідерландів,LOC,22,33
text_3526,Іспанія,LOC,95,102
text_3527,Червоної фурії,ORG,50,64
text_3527,Чилі,LOC,104,108
text_3530,Вісенте дель Боске,PERS,18,36
text_3533,Іспанія,LOC,11,18
text_3534,Чилі,LOC,5,9
text_3534,Хорхе Сампаолі,PERS,23,37
text_3534,ЧС-2014,MISC,63,70
text_3534,Романа Шмігельського,PERS,97,117
text_3536,слюсаря,JOB,71,78
text_3537,Анна,PERS,62,66
text_3538,Олексія,PERS,26,33
text_3538,Романа,PERS,49,55
text_3539,Калуша,LOC,62,68
text_3539,Києва,LOC,103,108
text_3540,Івано-Франківська,LOC,15,32
text_3540,викладачки,JOB,44,54
text_3540,Ірини Стефанович,PERS,105,121
text_3541,Олексій,PERS,10,17
text_3541,Миколка,PERS,24,31
text_3541,Роман,PERS,60,65
text_3543,Федора Кравчука,PERS,41,56
text_3544,Федора Михайловича,PERS,42,60
text_3546,Ігоря Пилатюка,PERS,51,65
text_3550,Роман Олексійович,PERS,4,21
text_3550,професора,JOB,94,103
text_3550,Італії,LOC,130,136
text_3550,Юрія Почекіна,PERS,139,152
text_3552,1984 році,DATE,37,46
text_3552,Москві,LOC,49,55
text_3552,Міжнародному конкурсі,ORG,59,80
text_3553,Україні,LOC,83,90
text_3553,Чехії,LOC,93,98
text_3553,Москві,LOC,101,107
text_3554,Роман Олексійович,PERS,8,25
text_3554,с . Ясень,LOC,33,42
text_3554,Клен,ORG,70,74
text_3556,Європу,LOC,115,121
text_3561,Viola d’amore,MISC,67,80
text_3562,Роман Олексійович,PERS,38,55
text_3562,Микола,PERS,72,78
text_3564,Роман,PERS,13,18
text_3564,Калущині,LOC,64,72
text_3564,Просвіти,ORG,77,85
text_3564,депутатом,JOB,164,173
text_3564,головою осередків,JOB,176,193
text_3564,Руху,ORG,194,198
text_3565,Україна,LOC,20,27
text_3567,Романе Олексійовичу,PERS,28,47
text_3573,Красноїльськ,LOC,57,69
text_3573,Маланки,MISC,115,122
text_3574,Урсу,PERS,120,124
text_3574,Віктор,PERS,219,225
text_3574,Степана Гецеу,PERS,251,264
text_3574,Урсу,PERS,307,311
text_3578,Гецеу,PERS,67,72
text_3579,етнограф,JOB,116,124
text_3579,Лілія Мусіхіна,PERS,125,139
text_3580,Буковині,LOC,172,180
text_3580,Європи,LOC,205,211
text_3580,Росії,LOC,226,231
text_3584,Анна,PERS,190,194
text_3584,парк Герхта,LOC,202,213
text_3587,Піллерів,PERS,99,107
text_3588,площі Фердинанда,LOC,47,63
text_3589,Анна,PERS,57,61
text_3591,парку Герхта,LOC,63,75
text_3593,Анна,PERS,13,17
text_3593,Анна,PERS,215,219
text_3597,Анні,PERS,9,13
text_3602,Анна,PERS,47,51
text_3612,Анна,PERS,51,55
text_3614,Андрій,PERS,83,89
text_3615,Жовкви,LOC,2,8
text_3615,Павло,PERS,62,67
text_3616,Андрія,PERS,90,96
text_3616,лікаря,JOB,133,139
text_3619,Анна,PERS,6,10
